ID,Credit Given,Gender,Education,Marital Status,Age,Pay Stat M1,Bill Amt M1,Amt Paid M1,Pay Stat M2,Bill Amt M2,Amt Paid M2,Pay Stat M3,Bill Amt M3,Amt Paid M3,Default Next Month
CC-1841,70000,Female,University,Married,31,0,41127,1630,0,39137,1300,0,28712,1000,No
CC-1843,80000,Female,University,Never Married,40,0,54617,2200,0,55987,2100,0,53895,1900,No
CC-1844,20000,Male,Graduate School,Never Married,41,0,19081,1000,0,19799,1000,0,18718,760,Yes
CC-1847,50000,Male,University,Others,53,0,18877,800,0,18985,2000,0,18184,1000,No
CC-1848,30000,Male,University,Never Married,26,2,29504,1251,0,30276,1078,0,29695,1243,Yes
CC-1849,150000,Male,Graduate School,Never Married,30,-1,1589,9918,-1,9918,1157,-1,-16586,0,No
CC-1852,310000,Female,Graduate School,Never Married,30,0,252703,11000,0,248895,10000,0,244026,30000,No
CC-1853,150000,Female,Graduate School,Never Married,33,0,48179,2000,0,49426,1900,0,50534,1700,No
CC-1854,200000,Female,Graduate School,Never Married,27,-1,9423,9726,-1,9726,11070,-1,11070,7976,No
CC-1855,150000,Male,High School,Never Married,45,0,70590,3000,0,72040,3000,0,73423,3000,No
CC-1857,540000,Female,Graduate School,Never Married,34,-1,946,946,-1,946,946,-1,946,946,No
CC-1858,280000,Male,University,Never Married,30,0,188344,5000,0,179764,5036,0,167051,5000,No
CC-1859,230000,Male,University,Never Married,32,0,38072,1025,0,33802,928,0,30435,277,No
CC-1860,50000,Male,Graduate School,Married,39,3,37131,2000,2,38381,2000,2,39585,1600,No
CC-1862,10000,Male,University,Never Married,35,>3,7481,0,3,7075,0,2,6815,700,Yes
CC-1863,500000,Male,Graduate School,Married,46,0,389008,14011,0,392650,15003,0,391336,14009,No
CC-1864,50000,Female,University,Never Married,24,0,17401,3000,0,19820,649,0,17399,285,No
CC-1865,420000,Female,University,Never Married,35,-1,14156,9058,-1,9058,3281,-1,3281,5971,No
CC-1866,50000,Female,University,Never Married,23,2,26479,1500,0,27396,1000,0,27789,1019,No
CC-1868,50000,Male,University,Married,46,-1,1704,2011,0,3715,0,0,-105,1649,No
CC-1869,160000,Female,High School,Married,41,0,47063,3900,0,50034,2000,2,51063,0,Yes
CC-1870,40000,Female,University,Married,23,2,36173,1500,2,36796,1400,2,37288,1500,Yes
CC-1871,100000,Female,University,Married,31,-1,2946,0,0,1473,540,-1,540,780,No
CC-1872,50000,Female,Graduate School,Never Married,26,0,43617,1271,0,44509,1300,0,45420,4500,No
CC-1873,130000,Female,High School,Never Married,32,0,49319,43608,0,91191,103,2,82168,10000,No
CC-1874,30000,Female,University,Never Married,22,0,28983,500,0,13100,0,0,0,0,No
CC-1875,140000,Male,University,Married,34,-1,430,430,-1,430,430,-1,430,860,Yes
CC-1876,210000,Female,University,Married,32,0,149478,3,2,145041,4994,0,107495,116880,No
CC-1877,50000,Male,University,Married,38,0,17253,587,0,16307,1000,0,16651,1000,No
CC-1878,310000,Male,University,Married,29,0,62473,11056,0,69837,3000,0,69898,4377,No
CC-1879,300000,Female,Graduate School,Married,31,0,7639,191,0,1722,4064,0,4064,390,No
CC-1880,30000,Female,University,Never Married,47,2,17521,800,2,17893,800,2,18252,0,Yes
CC-1881,90000,Female,High School,Married,40,0,46589,1888,0,47730,2710,0,49488,1500,No
CC-1882,150000,Female,University,Married,34,0,42844,2000,0,43999,2000,0,45110,2000,Yes
CC-1883,90000,Male,Graduate School,Never Married,25,0,29753,3000,0,30601,3000,0,33083,1000,No
CC-1884,80000,Female,High School,Never Married,65,0,30095,1700,0,20639,401,0,7849,180,No
CC-1885,100000,Female,Graduate School,Never Married,28,-1,712,862,-1,862,712,-1,712,1840,Yes
CC-1887,210000,Male,Graduate School,Never Married,31,0,179686,20000,0,197458,7000,0,138218,7000,No
CC-1888,170000,Female,University,Married,41,-1,6380,11937,-1,11937,1000,0,6378,6881,No
CC-1889,90000,Female,University,Married,32,2,86365,6200,2,91105,24,2,89347,3300,No
CC-1891,50000,Female,Graduate School,Never Married,26,0,35524,30000,0,30842,1644,0,17043,1209,No
CC-1892,150000,Male,Graduate School,Married,30,-1,2145,17000,-1,17000,23698,-1,23698,411,No
CC-1895,100000,Male,University,Never Married,30,>3,96593,10000,>3,105083,0,>3,103522,0,Yes
CC-1897,250000,Male,University,Never Married,31,0,16807,556,0,17158,559,0,17500,658,No
CC-1898,500000,Female,University,Married,42,0,82611,20000,0,71338,29761,-1,29756,70000,No
CC-1899,260000,Male,University,Never Married,32,0,84986,10000,0,84491,9000,0,72248,8000,No
CC-1901,30000,Female,University,Never Married,22,0,27491,135,0,6726,0,0,0,0,No
CC-1902,110000,Female,University,Never Married,42,0,49299,2000,0,47126,2250,0,48215,1200,No
CC-1903,500000,Male,Graduate School,Married,39,-1,6222,9435,-1,9435,7235,-1,7235,8840,No
CC-1904,310000,Female,Graduate School,Never Married,32,0,39577,4000,0,42996,4000,0,46319,4000,No
CC-1905,580000,Male,University,Married,37,0,27666,2636,-1,20226,326889,-1,276422,8689,No
CC-1906,340000,Female,Graduate School,Married,36,0,251815,6283,0,218706,5208,0,165666,4177,No
CC-1907,360000,Female,University,Married,42,-1,1632,22379,-1,22379,8901,-1,8901,4852,No
CC-1908,290000,Female,Graduate School,Never Married,29,-1,0,4788,-1,4788,0,-1,0,7026,No
CC-1909,30000,Male,University,Never Married,36,2,24111,0,3,23447,2500,2,24951,0,No
CC-1910,80000,Female,Graduate School,Never Married,29,0,22160,1000,0,21478,1000,0,20441,1500,No
CC-1911,360000,Male,Graduate School,Married,38,-1,390,390,-1,390,390,-1,390,390,Yes
CC-1912,170000,Female,Graduate School,Never Married,31,-1,10730,1686,-1,1686,9445,-1,9445,3444,No
CC-1913,100000,Male,University,Married,42,0,61103,0,2,59358,2358,0,60060,2472,No
CC-1914,450000,Male,University,Never Married,37,-1,16885,129,0,6440,1000,0,7440,0,No
CC-1915,260000,Female,Graduate School,Never Married,33,-1,2190,0,0,810,0,0,0,0,No
CC-1916,240000,Female,Graduate School,Never Married,29,-1,3428,0,-1,67,3332,-1,1832,0,No
CC-1918,240000,Female,University,Never Married,26,0,169133,10158,0,175175,6000,0,146093,6012,No
CC-1919,220000,Female,University,Never Married,35,0,23459,1007,0,23200,1000,0,21281,1008,No
CC-1921,100000,Female,Graduate School,Married,51,-1,300,0,2,150,630,2,780,0,Yes
CC-1923,20000,Male,University,Never Married,33,0,11901,0,0,9336,9054,-1,9054,2000,Yes
CC-1924,360000,Female,Graduate School,Never Married,30,0,146117,5000,0,145884,5000,0,147645,4500,No
CC-1925,220000,Male,Graduate School,Never Married,28,0,181012,6700,0,181435,7200,0,183283,5300,Yes
CC-1926,470000,Female,University,Never Married,26,0,170610,5982,0,173643,7000,0,178083,5500,No
CC-1927,70000,Female,University,Never Married,22,0,14573,1500,0,15127,5000,0,12596,2000,No
CC-1928,120000,Female,Graduate School,Never Married,26,0,16859,4000,0,17477,5000,0,21588,5000,No
CC-1929,50000,Male,University,Never Married,35,0,21759,1000,0,22421,1000,0,23061,1203,No
CC-1930,470000,Male,University,Married,49,0,147137,4726,0,138240,4555,0,125866,4375,No
CC-1931,130000,Male,University,Married,49,0,7722,5000,-1,4689,0,-1,-3614,6500,No
CC-1932,20000,Female,Graduate School,Never Married,24,2,930,240,2,780,0,2,240,780,Yes
CC-1934,20000,Male,Graduate School,Married,39,-1,630,700,-1,664,600,-1,598,1400,No
CC-1936,460000,Female,,Never Married,35,0,396600,14100,0,392879,14520,0,398478,15000,No
CC-1937,20000,Female,Graduate School,Never Married,24,-1,300,0,2,150,500,2,650,0,Yes
CC-1938,360000,Female,University,Never Married,27,0,253896,9576,0,259403,9426,0,264352,9435,Yes
CC-1939,290000,Male,Graduate School,Married,40,0,89712,3241,0,82809,3500,0,76334,7000,No
CC-1940,90000,Male,Graduate School,Married,30,0,40244,10000,0,39903,1000,0,8629,1838,No
CC-1941,180000,Female,Graduate School,Never Married,26,-1,631,13359,-1,13359,384,-1,384,487,No
CC-1943,120000,Male,Graduate School,Married,45,0,23376,866,0,23866,870,0,24339,902,No
CC-1944,220000,Male,University,Never Married,30,0,106713,4500,0,96588,1225,0,22743,110000,No
CC-1945,220000,Male,Graduate School,Never Married,34,0,142404,10117,0,120918,37,2,87005,5264,Yes
CC-1947,320000,Female,University,Never Married,31,0,95033,3600,0,96941,13203,0,108463,4500,No
CC-1948,320000,Male,Graduate School,Married,33,0,161651,55000,0,182265,0,0,0,0,No
CC-1949,90000,Male,University,Never Married,39,0,4708,5000,-1,5000,500,0,5028,500,No
CC-1950,180000,Male,Graduate School,Married,50,0,76169,3000,0,77988,5000,0,69293,5000,No
CC-1951,90000,Female,Graduate School,Never Married,28,0,89335,10000,0,19715,4709,-1,4709,82400,No
CC-1952,100000,Male,Graduate School,Married,36,0,21540,5000,0,25775,0,0,0,0,No
CC-1953,340000,Male,University,Married,41,0,275341,9579,0,280913,9026,0,270448,8719,No
CC-1954,50000,Male,Graduate School,Never Married,22,0,50332,3000,0,47492,5000,0,50782,0,Yes
CC-1955,240000,Female,University,Married,41,-1,1143,4317,-1,4317,14940,-1,14940,0,No
CC-1956,10000,Male,University,Never Married,41,2,10140,584,2,10417,0,2,10104,198,No
CC-1957,220000,Female,Graduate School,Married,42,2,2500,0,2,2500,0,2,2500,0,Yes
CC-1958,100000,Female,University,Never Married,37,0,51125,3147,0,46879,2670,0,45538,725,No
CC-1960,70000,Female,High School,Married,57,0,49103,1700,0,45830,1700,0,46769,2000,No
CC-1961,30000,Female,University,Never Married,37,0,29066,1223,0,29340,2435,0,30786,1200,Yes
CC-1962,130000,Female,High School,Never Married,53,-1,17255,10400,-1,10400,18776,-1,18776,2944,No
CC-1963,140000,Female,University,Married,25,0,84034,3000,0,77659,3000,0,77180,5000,No
CC-1964,20000,Male,University,Never Married,32,0,14897,1000,0,12792,500,0,10042,0,No
CC-1967,90000,Male,University,Married,29,0,2442,48012,0,48063,1756,0,48186,1894,No
CC-1968,170000,Female,High School,Married,37,0,99297,5000,0,59888,5000,0,44262,20000,No
CC-1969,70000,Male,Graduate School,Never Married,30,0,35986,1500,0,36905,1500,0,37641,1576,Yes
CC-1971,200000,Male,Graduate School,Married,42,0,326,326,-1,326,326,-1,326,326,No
CC-1972,20000,Male,University,Married,40,0,19898,398,0,19906,0,0,18586,0,Yes
CC-1973,200000,Male,University,Married,41,0,100341,5003,0,102585,7345,0,108567,7000,No
CC-1976,100000,Female,Graduate School,Never Married,27,0,94425,0,2,92853,3503,0,93816,3360,No
CC-1977,180000,Male,University,Never Married,31,2,38339,5000,0,42679,5000,0,46953,5000,No
CC-1978,230000,Female,High School,Never Married,26,0,11186,1159,0,10159,1734,0,11734,1200,No
CC-1979,20000,Male,High School,Never Married,50,-1,1693,500,-1,303,12000,0,12303,0,No
CC-1980,500000,Female,Graduate School,Married,35,0,48322,1047,0,21593,2019,0,13866,1004,Yes
CC-1982,80000,Female,High School,Never Married,40,2,42264,1600,2,43083,1200,2,43471,2000,Yes
CC-1983,230000,Male,University,Married,29,0,71941,5000,0,75882,5000,0,75619,5000,No
CC-1985,230000,Female,University,Never Married,24,0,23427,5229,0,28229,3355,0,31355,4598,No
CC-1986,50000,Female,University,Never Married,49,-1,18080,12500,-1,12227,2000,0,13296,2000,Yes
CC-1987,50000,Male,University,Never Married,35,0,19880,1000,0,20431,1000,0,19559,1000,No
CC-1988,10000,Female,Graduate School,Never Married,25,0,9178,0,0,8398,0,0,0,0,No
CC-1989,140000,Male,University,Never Married,34,2,111478,3600,2,109353,0,2,97612,3600,No
CC-1990,50000,Male,University,Never Married,42,0,28604,1039,0,28199,1500,0,58428,1200,Yes
CC-1991,180000,Male,High School,Never Married,28,0,80055,5000,0,69672,5004,0,33194,5029,No
CC-1993,580000,Male,High School,Married,67,3,486776,25703,>3,503914,33000,>3,527711,215,No
CC-1995,20000,Male,High School,Never Married,52,0,12567,1600,0,13949,600,0,14318,532,No
CC-1996,180000,Female,Graduate School,Never Married,43,-1,22928,0,0,3129,2398,-1,2398,23149,No
CC-1997,60000,Female,Graduate School,Never Married,24,0,15474,1000,0,14612,2000,0,16354,1000,No
CC-1998,40000,Female,High School,Married,59,0,14548,2770,0,16274,613,2,15650,14,No
CC-1999,140000,Female,University,Married,34,0,103337,4500,0,105942,4000,0,101830,4200,No
CC-2000,220000,Male,University,Married,32,-1,0,8000,-1,8000,0,-1,0,0,No
